Name,Year,Type,Notable Commanders,Warships_sunk_n_total_loss_No,Warships_sunk_n_total_loss_Tons-n-GRT,Warships_Damaged_No,Warships_Damaged_Tons-n-GRT,Merchant_Ships_sunk_No,Merchant_Ships_sunk_GRT,Merchant_Ships_damaged_No,Merchant_Ships_damaged_GRT,Merchant_Ships_total_loss_No,Merchant_Ships_total_loss_GRT,Fate_Event,Fate_Date,Notes,URL,Commissioned,Patrols,Wolfpacks,Flotilla,Lifespan,event,notable
U-178,1941,IXD2,Wilhelm Dommes,0,0,0,0,13,87030,1,6348,0,0,Scuttled,1944-08-25,Escape capture,https://en.wikipedia.org/wiki/German_submarine_U-178,1942-02-14,3,NA,"{'4th U-boat Flotilla': ['14 February - 31 August 1942'], '10th U-boat Flotilla': ['1 September - 31 October 1942'], '12th U-boat Flotilla': ['1 November 1942 - 1 August 1944']}",923,1,1
U-179,1941,IXD2,NA,0,0,0,0,1,6558,0,0,0,0,Sunk,1942-10-08,HMS Active,https://en.wikipedia.org/wiki/German_submarine_U-179,1942-03-07,1,NA,"{'4th U-boat Flotilla': ['7 March - 31 August 1942'], '10th U-boat Flotilla': ['1 ', ' 30 September 1942'], '12th U-boat Flotilla': ['1 ', ' 8 October 1942']}",215,1,0
U-180,1941,IXD1,NA,0,0,0,0,2,13298,0,0,0,0,Missing,1944-08-23,Possible schnorkel problems,https://en.wikipedia.org/wiki/German_submarine_U-180,1942-05-16,2,NA,"{'4th U-boat Flotilla': ['16 May 1942 - 31 January 1943'], '12th U-boat Flotilla': ['1 February - 1 November 1943']}",830,1,0
U-181,1941,IXD2,Wolfgang Lüth,0,0,0,0,27,138779,0,0,0,0,Scuttled,1946-02-12,Taken over by Japan I-501,https://en.wikipedia.org/wiki/German_submarine_U-181,1942-05-09,4,"{'Busch, Rainer; Röll, Hans-Joachim': ['1999'], 'Giese, Otto; Wise, James E.': ['1994'], 'Gröner, Erich; Jung, Dieter; Maass, Martin': ['1991']}","{'4th U-boat Flotilla': ['9 May ', ' 30 September 1942'], '10th U-boat Flotilla': ['1 ', ' 31 October 1942'], '12th U-boat Flotilla': ['1 November 1942 ', ' 30 September 1944'], '33rd U-boat Flotilla': ['1 October 1944 ', ' 5 May 1945']}",1375,1,1
U-182,1942,IXD2,Asmus Nicolai Clausen,0,0,0,0,5,30071,0,0,0,0,Sunk,1943-05-16,USS MacKenzie,https://en.wikipedia.org/wiki/German_submarine_U-182,1942-06-30,1,NA,"{'4th U-boat Flotilla': ['30 June - 30 November 1942'], '12th U-boat Flotilla': ['1 December 1942 - 16 May 1943']}",320,1,1
U-183,1942,IXC/40,NA,0,0,0,0,4,19260,0,0,1,6993,Sunk,1945-04-23,USS Besugo,https://en.wikipedia.org/wiki/German_submarine_U-183,1942-04-01,6,"{'Luchs': ['4', '6 October 1942'], 'Panther': ['7', '11 October 1942'], 'Hartherz': ['3', '7 February 1943']}","{'4th U-boat Flotilla': ['1 April ', ' 30 September 1942'], '2nd U-boat Flotilla': ['1 October 1942 ', ' 30 September 1944'], '33rd U-boat Flotilla': ['1 October 1944 ', ' 23 April 1945']}",1118,1,0
U-184,1942,IXC/40,NA,0,0,0,0,1,3192,0,0,0,0,Missing,1942-11-21,NA,https://en.wikipedia.org/wiki/German_submarine_U-184,1942-05-29,1,NA,"{'4th U-boat Flotilla': ['29 May ', ' 31 October 1942'], '2nd U-boat Flotilla': ['1 ', ' 21 November 1942']}",176,1,0
U-185,1942,IXC/40,August Maus,0,0,0,0,9,62761,1,6840,0,0,Sunk,1943-08-24,US Avenger & Wildcat aircraft,https://en.wikipedia.org/wiki/German_submarine_U-185,1942-06-13,3,{'Westwall': ['8 November - 16 December 1942']},"{'4th U-boat Flotilla': ['13 June 1942 ', ' 31 October 1942'], '10th U-boat Flotilla': ['1 November 1942 ', ' 24 August 1943']}",437,1,1
U-186,1942,IXC/40,NA,0,0,0,0,3,18782,0,0,0,0,Sunk,1943-05-12,HMS Hesperus,https://en.wikipedia.org/wiki/German_submarine_U-186,1942-07-10,2,"{'Habicht': ['10', '19 January 1943'], 'Haudegen': ['9', '15 February 1943'], 'Nordsturm': ['2', '9 February 1943'], 'Taifun': ['15', '20 February 1943'], 'Amsel': ['22 April - 3 May 1943'], 'Amsel 4': ['3', '6 May 1943'], 'Rhein': ['7', '10 May 1943'], 'Elbe 2': ['10', '12 May 1943']}","{'4th U-boat Flotilla': ['10 July ', ' 31 December 1942'], '10th U-boat Flotilla': ['1 January ', ' 12 May 1943']}",306,1,0
U-187,1941,IXC/40,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1943-02-04,HMS Vimy & HMS Beverley,https://en.wikipedia.org/wiki/German_submarine_U-187,1942-07-23,1,"{'Landsknecht': ['19', '28 January 1943'], 'Pfeil': ['1', '4 February 1943']}","{'4th U-boat Flotilla': ['23 July ', ' 31 December 1942'], '10th U-boat Flotilla': ['1 January ', ' 4 February 1943']}",196,1,0
U-188,1942,IXC/40,Siegfried Lüdden,1,1190,0,0,8,49725,1,9977,0,0,Scuttled,1944-08-25,Prevent Allied capture,https://en.wikipedia.org/wiki/German_submarine_U-188,1942-08-05,3,NA,"{'4th U-boat Flotilla': ['5 August 1942 ', ' 31 January 1943'], '10th U-boat Flotilla': ['1 February 1943 ', ' 20 August 1944']}",751,1,1
U-189,1942,IXC/40,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1943-04-23,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-189,1942-08-15,1,"{'Meise': ['21', '23 April 1943']}","{'4th U-boat Flotilla': ['15 August 1942 ', ' 1 April 1943'], '2nd U-boat Flotilla': ['1 ', ' 23 April 1943']}",251,1,0
U-190,1942,IXC/40,NA,1,590,0,0,1,7015,0,0,0,0,Surrendered,1945-05-14,NA,https://en.wikipedia.org/wiki/German_submarine_U-190,1942-09-24,6,NA,"{'4th U-boat Flotilla': ['24 September 1942 ', ' 28 February 1943'], '2nd U-boat Flotilla': ['1 March 1943 ', ' 30 September 1944'], '33rd U-boat Flotilla': ['1 October 1944', ' 1 May 1945']}",963,1,0
U-191,1942,IXC/40,NA,0,0,0,0,1,3025,0,0,0,0,Sunk,1943-04-23,HMS Hesperus,https://en.wikipedia.org/wiki/German_submarine_U-191,1942-10-20,1,NA,"{'4th U-boat Flotilla': ['20 October 1942 ', ' 31 March 1943'], '2nd U-boat Flotilla': ['1 ', ' 23 April 1943']}",185,1,0
U-192,1942,IXC/40,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1943-05-06,HMS Loosestrife,https://en.wikipedia.org/wiki/German_submarine_U-192,1942-11-16,1,"{'Meise': ['25', '27 April 1943'], 'Star': ['27 April - 4 May 1943'], 'Fink': ['4', '6 May 1943']}","{'4th U-boat Flotilla': ['16 November 1942 ', ' 30 April 1943'], '10th U-boat Flotilla': ['1 ', ' 6 May 1943']}",171,1,0
U-193,1942,IXC/40,NA,0,0,0,0,1,10172,0,0,0,0,Missing,1944-04-24,NA,https://en.wikipedia.org/wiki/German_submarine_U-193,1942-12-10,3,NA,"{'4th U-boat Flotilla': ['10 December 1942 ', ' 30 April 1943'], '2nd U-boat Flotilla': ['1 May 1943 ', ' 31 March 1944'], '10th U-boat Flotilla': ['1 ', ' 23 April 1944']}",501,1,0
U-194,1942,IXC/40,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1943-06-24,US Catalina,https://en.wikipedia.org/wiki/German_submarine_U-194,1943-01-08,1,NA,"{'4th U-boat Flotilla': ['8 January ', ' 31 May 1943'], '10th U-boat Flotilla': ['1 ', ' 24 June 1943']}",167,1,0
U-195,1942,IXD1,NA,0,0,0,0,2,14391,1,6797,0,0,Surrendered,NA,Became Japanese sub I-506,https://en.wikipedia.org/wiki/German_submarine_U-195,1942-09-05,3,NA,"{'4th U-boat Flotilla': ['5 September 1942 ', ' 31 March 1943'], '12th U-boat Flotilla': ['1 April ', ' 1 September 1943'], '33rd U-boat Flotilla': ['1 October 1944 ', ' 5 May 1945']}",NA,1,0
U-196,1942,IXD2,Eitel-Friedrich Kentrat,0,0,0,0,3,17739,0,0,0,0,Missing,1944-12-01,NA,https://en.wikipedia.org/wiki/German_submarine_U-196,1942-09-11,3,NA,"{'4th U-boat Flotilla': ['11 September 1942 ', ' 31 March 1943'], '12th U-boat Flotilla': ['1 April 1943 ', ' 30 September 1944'], '33rd U-boat Flotilla': ['1 October ', ' 1 December 1944']}",812,1,1
U-197,1942,IXD2,Robert Bartels,0,0,0,0,3,21267,1,7181,0,0,Sunk,1943-08-20,RAF Catalina,https://en.wikipedia.org/wiki/German_submarine_U-197,1942-10-10,1,NA,"{'4th U-boat Flotilla': ['10 October 1942 ', ' 31 March 1943'], '12th U-boat Flotilla': ['1 April ', ' 20 August 1943']}",314,1,1
U-198,1942,IXD2,Werner Hartmann,0,0,0,0,11,59690,0,0,0,0,Sunk,1944-08-12,HMS Findhorn & HMIS Godavari,https://en.wikipedia.org/wiki/German_submarine_U-198,1942-11-03,2,NA,"{'4th U-boat Flotilla': ['3 November 1942 - 31 March 1943'], '12th U-boat Flotilla': ['1 April 1943 - 12 August 1944']}",648,1,1
U-199,1942,IXD2,Hans-Werner Kraus,0,0,0,0,2,4181,0,0,0,0,Sunk,1943-07-31,US PBM Mariner& Brazilian Lockheed Hudson aircraft,https://en.wikipedia.org/wiki/German_submarine_U-199,1942-11-28,1,NA,"{'4th U-boat Flotilla': ['28 November 1942 - 30 April 1943'], '12th U-boat Flotilla': ['1 May - 31 July 1943']}",245,1,1
U-200,1942,IXD2,Heinrich Schonder,0,0,0,0,0,0,0,0,0,0,Sunk,1943-06-24,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-200,1942-12-22,1,NA,"{'4th U-boat Flotilla': ['22 December 1942 ', ' 31 May 1943'], '12th U-boat Flotilla': ['1 ', ' 24 June 1943']}",184,1,1
U-201,1940,VIIC,Adalbert Schnee,2,5700,0,0,22,102697,2,13386,0,0,Sunk,1943-02-17,HMS Viscount,https://en.wikipedia.org/wiki/German_submarine_U-201,1941-01-25,9,"{'West': ['8', '13 May 1941'], 'Kurfürst': ['16', '20 June 1941'], 'Störtebecker': ['5', '19 November 1941'], 'Gödecke': ['19', '25 November 1941'], 'Letzte Ritter': ['25 November - 4 December 1941'], 'Hai': ['3', '20 July 1942'], 'Falke': ['8', '19 January 1943'], 'Haudegen': ['19 January - 15 February 1943']}","{'1st U-boat Flotilla': ['25 January 1941 ', ' 17 February 1943']}",753,1,1
U-202,1941,VIIC,NA,0,0,0,0,9,34615,4,35427,0,0,Sunk,1943-06-02,HMS Starling,https://en.wikipedia.org/wiki/German_submarine_U-202,1941-03-22,9,"{'Grönland': ['17', '27 August 1941'], 'Markgraf': ['27 August', '11 September 1941'], 'Schlagetot': ['20 October', '1 November 1941'], 'Raubritter': ['1', '5 November 1941'], 'Delphin': ['20 January', '9 February 1943'], 'Rochen': ['9', '28 February 1943'], 'Tümmler': ['1', '19 March 1943'], 'Without name': ['5', '10 May 1943'], 'Lech': ['10', '15 May 1943'], 'Donau 2': ['15', '26 May 1943']}","{'1st U-boat Flotilla': ['22 March 1941 ', ' 2 June 1943']}",802,1,0
U-203,1941,VIIC,Rolf Mützelburg,0,0,0,0,21,94270,3,17052,0,0,Sunk,1943-04-25,RN Swordfish & HMS Pathfinder,https://en.wikipedia.org/wiki/German_submarine_U-203,1941-02-18,11,"{'Schlagetot': ['20 October', '1 November 1941'], 'Raubritter': ['1', '5 November 1941'], 'Seydlitz': ['27 December 1941', '7 January 1942'], 'Zieten': ['7', '22 January 1942'], 'Iltis': ['6', '10 September 1942'], 'Streitaxt': ['20', '30 October 1942'], 'Raufbold': ['11', '22 December 1942'], 'Spitz': ['22', '31 December 1942'], 'Lerche': ['10', '16 April 1943'], 'Meise': ['16', '22 April 1943'], 'Specht': ['23', '25 April 1943']}","{'1st U-boat Flotilla[1]': ['18 February 1941 ', ' 25 April 1943']}",796,1,1
U-204,1941,VIIC,NA,1,1060,0,0,4,17157,0,0,0,0,Sunk,1941-10-19,HMS Mallow & HMS Rochester,https://en.wikipedia.org/wiki/German_submarine_U-204,1941-03-08,3,"{'West': ['5', '16 June 1941'], 'Kurfürst': ['16', '20 June 1941'], 'Breslau': ['5', '19 October 1941']}","{'1st U-boat Flotilla': ['8 March ', ' 19 October 1941']}",225,1,0
U-205,1941,VIIC,NA,1,5450,0,0,0,0,0,0,0,0,Sunk,1943-02-17,HMS Paladin & SAAF Blenheim,https://en.wikipedia.org/wiki/German_submarine_U-205,1941-05-03,11,"{'Arnauld': ['5', '18 November 1941']}","{'3rd U-boat Flotilla': ['3 May ', ' 1 November 1941'], '29th U-boat Flotilla': ['1 November 1941 ', ' 17 February 1943']}",655,1,0
U-206,1941,VIIC,NA,1,925,0,0,2,3283,0,0,0,0,Missing,1941-11-29,Possibly struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-206,1941-05-17,3,"{'Grönland': ['10', '23 August 1941'], 'Kurfürst': ['23 August', '2 September 1941'], 'Seewolf': ['2', '7 September 1941'], 'Breslau': ['2', '23 October 1941']}","{'3rd U-boat Flotilla': ['17 May ', ' 30 November 1941']}",196,1,0
U-207,1941,VIIC,NA,0,0,0,0,2,9727,0,0,0,0,Sunk,1941-09-11,HMS Leamington & HMS Veteran,https://en.wikipedia.org/wiki/German_submarine_U-207,1941-06-07,1,{'Markgraf': ['27 August - 11 September 1941']},"{'7th U-boat Flotilla': ['7 June ', ' 11 September 1941']}",96,1,0
U-208,1941,VIIC,NA,0,0,0,0,1,3872,0,0,0,0,Sunk,1941-12-07,HMS Harvester & HMS Hesperus,https://en.wikipedia.org/wiki/German_submarine_U-208,1941-07-05,2,"{'Mordbrenner': ['16 October', '2 November 1941']}","{'5th U-boat Flotilla': ['5 July ', ' 31 August 1941'], '1st U-boat Flotilla': ['1 September ', ' 7 December 1941']}",155,1,0
U-209,1941,VIIC,NA,0,0,0,0,3,1136,0,0,1,220,Missing,1943-05-07,Possible diving accident,https://en.wikipedia.org/wiki/German_submarine_U-209,1941-10-11,7,"{'Zieten': ['23', '29 March 1942'], 'Eiswolf': ['29', '31 March 1942'], 'Robbenschlag': ['7', '14 April 1942'], 'Blutrausch': ['15 April 1942'], 'Greif': ['16', '29 May 1942'], 'Boreas': ['19 November - 7 December 1942'], 'Meise': ['25', '27 April 1943'], 'Star': ['27 April - 4 May 1943'], 'Fink': ['4', '6 May 1943']}","{'6th U-boat Flotilla': ['11 October 1941 ', ' 30 June 1942'], '11th U-boat Flotilla': ['1 July 1942 ', ' 28 February 1943'], '1st U-boat Flotilla': ['1 March ', ' 7 May 1943']}",573,1,0
U-210,1941,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1942-08-06,HMCS Assiniboine,https://en.wikipedia.org/wiki/German_submarine_U-210,1942-02-21,1,"{'Pirat': ['29 July', '3 August 1942'], 'Steinbrinck': ['3', '6 August 1942']}","{'5th U-boat Flotilla': ['21 February ', ' 31 July 1942'], '9th U-boat Flotilla': ['1 ', ' 6 August 1942']}",166,1,0
U-211,1942,VIIC,NA,1,1350,0,0,0,0,3,31883,0,0,Sunk,1943-11-19,RAF Wellington,https://en.wikipedia.org/wiki/German_submarine_U-211,1942-03-07,5,"{'Vorwärts': ['3', '26 September 1942'], 'Panzer': ['27 November', '11 December 1942'], 'Raufbold': ['11', '21 December 1942'], 'Trutz': ['1', '16 June 1943'], 'Trutz 3': ['16', '29 June 1943'], 'Geier 2': ['30 June', '10 July 1943'], 'Schill': ['25 October', '16 November 1943'], 'Schill 1': ['16', '19 November 1943']}","{'5th U-boat Flotilla': ['7 March ', ' 31 August 1942'], '9th U-boat Flotilla': ['1 September ', ' 19 November 1943']}",622,1,0
U-212,1942,VIIC,NA,0,0,0,0,1,80,0,0,0,0,Sunk,1944-07-21,HMS Curzon & HMS Ekins,https://en.wikipedia.org/wiki/German_submarine_U-212,1942-04-25,12,"{'Boreas': ['22 November', '9 December 1942'], 'Eisbär': ['27 March', '5 April 1943'], 'Siegfried': ['25', '27 October 1943'], 'Siegfried 1': ['27', '30 October 1943'], 'Körner': ['30 October', '2 November 1943'], 'Tirpitz 1': ['2', '8 November 1943'], 'Eisenhart 4': ['9', '15 November 1943'], 'Schill 3': ['18', '22 November 1943'], 'Rügen': ['15', '26 January 1944'], 'Hinein': ['26 January', '3 February 1944'], 'Igel 1': ['3', '17 February 1944'], 'Hai 1': ['17', '22 February 1944'], 'Preussen': ['22 February', '4 March 1944']}","{'8th U-boat Flotilla': ['25 April ', ' 30 September 1942'], '11th U-boat Flotilla': ['1 October 1942', ' 31 May 1943'], '13th U-boat Flotilla': ['1 June ', ' 31 October 1943'], '3rd U-boat Flotilla': ['1 November 1943 ', ' 21 July 1944']}",818,1,0
U-213,1941,VIID,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1942-07-31,"HMS Erne, HMS Rochester and HMS Sandwich",https://en.wikipedia.org/wiki/German_submarine_U-213,1941-08-30,3,"{'Schlei': ['1', '12 February 1942'], 'Westwall\xa0[de]': ['2', '12 March 1942'], 'Pfadfinder': ['21', '27 May 1942']}","{'5th U-boat Flotilla': ['30 August ', ' 31 December 1941'], '1st U-boat Flotilla': ['1 January ', ' 30 April 1942'], '9th U-boat Flotilla': ['1 May ', ' 31 July 1942']}",335,1,0
U-214,1941,VIID,NA,1,1525,1,10552,3,18266,1,6507,0,0,Sunk,1944-07-26,HMS Cooke,https://en.wikipedia.org/wiki/German_submarine_U-214,1941-11-01,10,"{'Blücher': ['14', '28 August 1942'], 'Iltis': ['6', '23 September 1942']}","{'5th U-boat Flotilla': ['1 November 1941 ', ' 30 April 1942'], '9th U-boat Flotilla': ['1 May 1942 ', ' 26 July 1944']}",998,1,0
U-215,1941,VIID,NA,0,0,0,0,1,7191,0,0,0,0,Sunk,1942-07-03,HMS Le Tiger,https://en.wikipedia.org/wiki/German_submarine_U-215,1941-11-22,1,NA,"{'5th U-boat Flotilla': ['22 November 1941 ', ' 30 June 1942'], '9th U-boat Flotilla': ['1 ', ' 3 July 1942']}",223,1,0
U-216,1941,VIID,NA,0,0,0,0,1,4989,0,0,0,0,Sunk,1942-10-20,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-216,1941-12-15,1,"{'Lohs': ['13', '15 September 1942'], 'Pfeil': ['15', '22 September 1942'], 'Blitz': ['22', '26 September 1942'], 'Luchs': ['27', '29 September 1942'], 'Letzte Ritter': ['29 September - 1 October 1942'], 'Wotan': ['5', '17 October 1942']}","{'5th U-boat Flotilla': ['15 December 1941 ', ' 31 August 1942'], '9th U-boat Flotilla': ['1 September ', ' 20 October 1942']}",309,1,0
U-217,1941,VIID,NA,0,0,0,0,3,10651,0,0,0,0,Sunk,1943-06-05,US Avenger,https://en.wikipedia.org/wiki/German_submarine_U-217,1942-01-31,3,NA,"{'5th U-boat Flotilla': ['31 January ', ' 31 July 1942'], '9th U-boat Flotilla': ['1 August 1942 ', ' 5 June 1943']}",490,1,0
U-218,1941,VIID,NA,0,0,1,7177,2,346,1,7361,0,0,Sunk,1945-12-04,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-218,1942-01-24,10,"{'Vorwärts': ['4', '15 September 1942'], 'Natter': ['2', '8 November 1942'], 'Westwall': ['8', '15 November 1942'], 'Rochen': ['27 January', '25 February 1943'], 'Naab': ['12', '15 May 1943'], 'Donau 2': ['15', '19 May 1943'], 'Mosel': ['19', '24 May 1943']}","{'5th U-boat Flotilla': ['24 January ', ' 31 August 1942'], '9th U-boat Flotilla': ['1 September 1942 ', ' 30 September 1944'], '8th U-boat Flotilla': ['1 October 1944 ', ' 1 March 1945'], '11th U-boat Flotilla': ['1 March ', ' 8 May 1945']}",1410,1,0
U-219,1942,XB,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,NA,Became Japanese sub I-505,https://en.wikipedia.org/wiki/German_submarine_U-219,1942-12-12,2,NA,"{'4th U-boat Flotilla': ['12 December 1942 - 30 June 1943'], '12th U-boat Flotilla': ['1 July 1943 - 30 September 1944'], '33rd U-boat Flotilla': ['1 October 1944 - 5 May 1945']}",NA,1,0
U-220,1943,XB,NA,0,0,0,0,2,7199,0,0,0,0,Sunk,1943-10-28,US Avenger & Wildcat aircraft,https://en.wikipedia.org/wiki/German_submarine_U-220,1943-03-27,1,NA,"{'4th U-boat Flotilla': ['27 March - 31 August 1943'], '12th U-boat Flotilla': ['1 September - 28 October 1943']}",215,1,0
U-221,1942,VIIC,Hans-Hartwig Trojer,10,759,0,0,11,69589,1,7197,0,0,Sunk,1943-09-27,RAF Halifax,https://en.wikipedia.org/wiki/German_submarine_U-221,1942-05-09,5,"{'Pfeil': ['12', '22 September 1942'], 'Blitz': ['22', '26 September 1942'], 'Tiger': ['26', '30 September 1942'], 'Wotan': ['5', '18 October 1942'], 'Draufgänger': ['29 November - 9 December 1942'], 'Neuland': ['8', '13 March 1943'], 'Dränger': ['14', '20 March 1943'], 'Drossel': ['11', '15 May 1943'], 'Oder': ['17', '19 May 1943'], 'Mosel': ['19', '24 May 1943'], 'Trutz': ['1', '16 June 1943'], 'Trutz 3': ['16', '29 June 1943']}","{'5th U-boat Flotilla': ['9 May ', ' 31 August 1942'], '7th U-boat Flotilla': ['1 September 1942 ', ' 27 September 1943']}",506,1,1
U-222,1942,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1942-09-02,Collision accident,https://en.wikipedia.org/wiki/German_submarine_U-222,1942-05-23,0,NA,"{'8th U-boat Flotilla': ['23 May ', ' 2 September 1942']}",102,1,0
U-223,1942,VIIC,NA,2,3235,0,0,2,12556,0,0,1,4970,Sunk,1944-03-30,"HMS Tumult, HMS Laforey, HMS Hambledon and HMS Blencathra",https://en.wikipedia.org/wiki/German_submarine_U-223,1942-06-06,6,"{'Haudegen': ['9', '15 February 1943'], 'Nordsturm': ['2', '9 February 1943'], 'Taifun': ['15', '20 February 1943'], 'Amsel': ['22 April', '3 May 1943'], 'Amsel 2': ['3', '6 May 1943'], 'Elbe': ['7', '10 May 1943'], 'Elbe 2': ['10', '12 May 1943']}","{'8th U-boat Flotilla': ['6 June 1942 ', ' 31 January 1943'], '6th U-boat Flotilla': ['1 February 1943 ', ' 31 October 1943'], '29th U-boat Flotilla': ['1 November 1943 ', ' 30 March 1944']}",663,1,0
U-224,1942,VIIC,NA,0,0,0,0,2,9535,0,0,0,0,Sunk,1943-01-13,HMCS Ville de Quebec,https://en.wikipedia.org/wiki/German_submarine_U-224,1942-06-20,2,NA,"{'5th U-boat Flotilla': ['20 June ', ' 31 October 1942'], '7th U-boat Flotilla': ['1 November 1942 ', ' 13 January 1943']}",207,1,0
U-225,1942,VIIC,NA,0,0,0,0,1,5273,4,24672,0,0,Sunk,1943-02-22,HMS Dianthus,https://en.wikipedia.org/wiki/German_submarine_U-225,1942-07-11,2,NA,"{'5th U-boat Flotilla': ['11 July ', ' 31 December 1942'], '1st U-boat Flotilla': ['1 January ', ' 22 February 1943']}",226,1,0
U-226,1942,VIIC,NA,0,0,0,0,1,7134,0,0,0,0,Sunk,1943-11-06,"HMS Starling, HMS Woodcock and HMS Kite",https://en.wikipedia.org/wiki/German_submarine_U-226,1942-08-01,3,"{'Falke': ['8', '12 January 1943'], 'Habicht': ['10', '19 January 1943'], 'Haudegen': ['19 January', '15 February 1943'], 'Sturmbock': ['24', '26 February 1943'], 'Without name': ['15', '18 April 1943'], 'Specht': ['19 April', '4 May 1943'], 'Fink': ['4', '5 May 1943'], 'Siegfried': ['22', '27 October 1943'], 'Siegfried 3': ['27', '30 October 1943'], 'Jahn': ['30 October', '2 November 1943'], 'Tirpitz 4': ['2', '6 November 1943']}","{'5th U-boat Flotilla': ['1 August ', ' 31 December 1942'], '6th U-boat Flotilla': ['1 January ', ' 6 November 1943']}",462,1,0
U-227,1942,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1943-04-30,RAAF Hampden,https://en.wikipedia.org/wiki/German_submarine_U-227,1942-08-22,1,NA,"{'5th U-boat Flotilla': ['22 August 1942 ', ' 1 April 1943'], '7th U-boat Flotilla': ['1 ', ' 30 April 1943']}",251,1,0
U-228,1942,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Broken up,NA,Shot down 2 aircraft,https://en.wikipedia.org/wiki/German_submarine_U-228,1942-09-12,6,NA,"{'5th U-boat Flotilla': ['12 September 1942 ', ' 28 February 1943'], '6th U-boat Flotilla': ['1 March 1943 ', ' 4 October 1944']}",NA,0,0
U-229,1942,VIIC,NA,0,0,0,0,2,8352,1,3670,0,0,Sunk,1943-09-22,HMS Keppel,https://en.wikipedia.org/wiki/German_submarine_U-229,1942-10-03,3,"{'Neuland': ['4', '6 March 1943'], 'Ostmark': ['6', '11 March 1943'], 'Stürmer': ['11', '16 March 1943'], 'Leuthen': ['15', '23 September 1943']}","{'5th U-boat Flotilla': ['3 October 1942 ', ' 28 February 1943'], '6th U-boat Flotilla': ['1 March ', ' 22 September 1943']}",354,1,0
U-230,1942,VIIC,Herbert Werner,3,3585,0,0,1,2868,0,0,0,0,Scuttled,1944-08-21,Ran aground,https://en.wikipedia.org/wiki/German_submarine_U-230,1942-10-24,8,NA,"{'5th U-boat Flotilla': ['24 October 1942 ', ' 31 January 1943'], '9th U-boat Flotilla': ['1 February ', ' 30 November 1943'], '29th U-boat Flotilla': ['1 December 1943 ', ' 21 August 1944']}",667,1,1
U-231,1942,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1944-01-13,RAF Wellington,https://en.wikipedia.org/wiki/German_submarine_U-231,1942-11-14,3,"{'Star': ['27 April - 4 May 1943'], 'Fink': ['4', '6 May 1943'], 'Elbe': ['7', '10 May 1943'], 'Elbe 1': ['10', '14 May 1943'], 'Mosel': ['19', '22 May 1943'], 'Schlieffen': ['14', '22 October 1943'], 'Siegfried': ['22', '27 October 1943'], 'Siegfried 1': ['27', '30 October 1943'], 'Körner': ['30 October - 2 November 1943'], 'Borkum': ['1', '3 January 1944'], 'Borkum 3': ['3', '13 January 1944']}","{'5th U-boat Flotilla': ['14 November 1942 ', ' 30 April 1943'], '3rd U-boat Flotilla': ['1 May ', ' 13 January 1944']}",425,1,0
U-232,1942,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1943-07-09,RAF Wellington,https://en.wikipedia.org/wiki/German_submarine_U-232,1942-11-28,0,"{'Trutz': ['1', '16 June 1943'], 'Trutz 2': ['16', '29 June 1943'], 'Geier 3': ['30 June', '8 July 1943']}","{'5th U-boat Flotilla': ['28 November 1942 ', ' 30 April 1943'], '9th U-boat Flotilla': ['1 May ', ' 9 July 1943']}",223,1,0
U-233,1943,XB,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1944-07-05,USS Baker & USS Thomas,https://en.wikipedia.org/wiki/German_submarine_U-233,1943-09-22,1,NA,"{'4th U-boat Flotilla': ['22 September 1943 ', ' 31 May 1944'], '12th U-boat Flotilla': ['1 June 1944 ', ' 5 July 1944']}",287,1,0
U-234,1943,XB,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-19,"Portsmouth, New Hampshire",https://en.wikipedia.org/wiki/German_submarine_U-234,1944-03-02,1,NA,"{'5th U-boat Flotilla': ['2 March 1944 - 28 February 1945'], '33rd U-boat Flotilla': ['1 March 1945 - 8 May 1945']}",443,1,0
U-235,1942,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1945-04-14,Friendly fire from German torpedo boat,https://en.wikipedia.org/wiki/German_submarine_U-235,1942-12-19,0,NA,"{'5th U-boat Flotilla': ['19 December 1942 ', ' 20 May 1943'], '22nd U-boat Flotilla': ['29 October 1943 ', ' 1 April 1945'], '31st U-boat Flotilla': ['2 ', ' 14 April 1945']}",847,1,0
